2015-03-29 19:40:03 INFO  - allocate!!!!!!!!
2015-03-29 19:40:03 INFO  - Voxel space informations:
			Corner Inf	:	(-12.0, -2.0, 8.0)
			Corner Sup	:	(12.0, 142.0, 72.0)
			Dimensions	:	(24, 144, 64)
			Toricity 	:	false

2015-03-29 19:40:11 INFO  - Shots treated: 141106
2015-03-29 19:40:11 INFO  - voxelisation is finished ( 7.0 s )
2015-03-29 19:40:11 INFO  - writing file: C:\Users\Julien\Desktop\test.vox
2015-03-29 19:40:11 ERROR - Voxel : 0 0 26 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.08110508801567862
2015-03-29 19:40:11 ERROR - Voxel : 0 1 23 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.04995771399458032
2015-03-29 19:40:11 ERROR - Voxel : 0 2 24 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.014743528103586097
2015-03-29 19:40:11 ERROR - Voxel : 0 2 26 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.03427486039455592
2015-03-29 19:40:11 ERROR - Voxel : 0 3 19 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.009547498768429231
2015-03-29 19:40:11 ERROR - Voxel : 0 3 25 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.01713375770209702
2015-03-29 19:40:11 ERROR - Voxel : 0 4 24 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.026996791873579604
2015-03-29 19:40:11 ERROR - Voxel : 0 5 21 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.10147195513137211
2015-03-29 19:40:11 ERROR - Voxel : 0 5 24 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.07212474580877827
2015-03-29 19:40:11 ERROR - Voxel : 0 6 21 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.004669371952905937
2015-03-29 19:40:11 ERROR - Voxel : 0 6 24 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.01305833639725551
2015-03-29 19:40:11 ERROR - Voxel : 0 7 20 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.032165119511276284
2015-03-29 19:40:11 ERROR - Voxel : 0 7 21 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.04722849202814382
2015-03-29 19:40:11 ERROR - Voxel : 0 7 23 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.051956335890266755
2015-03-29 19:40:11 ERROR - Voxel : 0 8 29 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.010992408260424011
2015-03-29 19:40:11 ERROR - Voxel : 0 9 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.019748813848893362
2015-03-29 19:40:11 ERROR - Voxel : 0 11 32 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.048163766531174844
2015-03-29 19:40:11 ERROR - Voxel : 0 12 31 -> bvInterceptes > bvEntering, NaN assigné, difference: -3.572954240416669E-4
2015-03-29 19:40:11 ERROR - Voxel : 0 12 32 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.02824638238275745
2015-03-29 19:40:11 ERROR - Voxel : 0 12 36 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.022296095359350697
2015-03-29 19:40:11 ERROR - Voxel : 0 13 31 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.08899467797774212
2015-03-29 19:40:11 ERROR - Voxel : 0 13 39 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.022445864517369032
2015-03-29 19:40:11 ERROR - Voxel : 0 14 27 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.0229886144695301
2015-03-29 19:40:11 ERROR - Voxel : 0 14 31 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.023796774549781317
2015-03-29 19:40:11 ERROR - Voxel : 0 14 39 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.0176797871426565
2015-03-29 19:40:11 ERROR - Voxel : 0 15 17 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.015339142754812542
2015-03-29 19:40:11 ERROR - Voxel : 0 15 27 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.023949753486375736
2015-03-29 19:40:11 ERROR - Voxel : 0 15 33 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.07281471865407198
2015-03-29 19:40:11 ERROR - Voxel : 0 16 13 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.17393061518031125
2015-03-29 19:40:11 ERROR - Voxel : 0 16 27 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.027847247597339912
2015-03-29 19:40:11 ERROR - Voxel : 0 16 35 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.10003985604791023
2015-03-29 19:40:11 ERROR - Voxel : 0 16 39 -> bvInterceptes > bvEntering, NaN assigné, difference: -5.994302820385711E-4
2015-03-29 19:40:11 ERROR - Voxel : 0 17 34 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.010914024093121248
2015-03-29 19:40:11 ERROR - Voxel : 0 18 19 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.05748371884799133
2015-03-29 19:40:11 ERROR - Voxel : 0 18 26 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.101153277336908
2015-03-29 19:40:11 ERROR - Voxel : 0 18 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.01680228449917079
2015-03-29 19:40:11 ERROR - Voxel : 0 19 26 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.12250970580930962
2015-03-29 19:40:11 ERROR - Voxel : 0 19 29 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.0659233908936446
2015-03-29 19:40:11 ERROR - Voxel : 0 19 38 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.0422013755475913
2015-03-29 19:40:11 ERROR - Voxel : 0 20 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.014834875530329875
2015-03-29 19:40:11 ERROR - Voxel : 0 20 41 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.019326551030594285
2015-03-29 19:40:11 ERROR - Voxel : 0 22 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.02120392434851901
2015-03-29 19:40:11 ERROR - Voxel : 0 23 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.06828774838090647
2015-03-29 19:40:11 ERROR - Voxel : 0 23 33 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.002546989262273265
2015-03-29 19:40:11 ERROR - Voxel : 0 24 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.03556659616666635
2015-03-29 19:40:11 ERROR - Voxel : 0 25 28 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.08624848503042795
2015-03-29 19:40:11 ERROR - Voxel : 0 26 25 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.025937328793369692
2015-03-29 19:40:11 ERROR - Voxel : 0 27 26 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.03002631540516182
2015-03-29 19:40:11 ERROR - Voxel : 0 27 27 -> bvInterceptes > bvEntering, NaN assigné, difference: -1.478992321061745E-4
2015-03-29 19:40:11 ERROR - Voxel : 0 27 40 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.07807567747609201
2015-03-29 19:40:11 ERROR - Voxel : 0 29 31 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.07116573442376511
2015-03-29 19:40:11 ERROR - Voxel : 0 31 32 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.04158916254013347
2015-03-29 19:40:11 ERROR - Voxel : 0 31 33 -> bvInterceptes > bvEntering, NaN assigné, difference: -0.060907291926545565
